bailicangdu : 		 3248.315789473684 
vinta : 		 3210.5 
kamranahmedse : 		 2452.438596491228 
mrdoob : 		 2087.5 
nolimits4web : 		 1850.8333333333333 
sebastianbergmann : 		 1811.25 
junyanz : 		 1808.9333333333334 
ruanyf : 		 1505.360655737705 
IanLunn : 		 1497.6666666666667 
gorhill : 		 1224.6190476190477 
JakeWharton : 		 1093.6203703703704 
Unknwon : 		 897.0263157894736 
binux : 		 887.1818181818181 
photonstorm : 		 884.1428571428571 
jaywcjlove : 		 752.6625 
mdo : 		 723.3703703703703 
connors : 		 685.0714285714286 
fzaninotto : 		 625.6222222222223 
amitshekhariitbhu : 		 571.5945945945946 
dennybritz : 		 548.7735849056604 
krzysztofzablocki : 		 514.9 
ded : 		 448.65384615384613 
mikepenz : 		 418.76666666666665 
steipete : 		 401.04347826086956 
LeaVerou : 		 398.984126984127 
anishathalye : 		 394.36842105263156 
daylerees : 		 387.1515151515151 
tj : 		 383.9642857142857 
ai : 		 382.0 
zenorocha : 		 380.42241379310343 
JohnSundell : 		 377.51851851851853 
kennethreitz : 		 375.741935483871 
avelino : 		 373.8905109489051 
overtrue : 		 369.6923076923077 
winterbe : 		 346.02272727272725 
mxcl : 		 342.3137254901961 
rtomayko : 		 341.0869565217391 
Shougo : 		 340.52054794520546 
CamDavidsonPilon : 		 329.2686567164179 
matyhtf : 		 311.7692307692308 
holman : 		 304.27450980392155 
vczh : 		 296.75 
yeasy : 		 291.42105263157896 
chjj : 		 284.6081081081081 
Draveness : 		 282.54901960784315 
ankane : 		 278.65359477124184 
SamyPesse : 		 278.4878048780488 
drakeet : 		 275.2631578947368 
nikic : 		 275.07462686567163 
jgm : 		 268.35 
BurntSushi : 		 256.6478873239437 
eduardolundgren : 		 251.11111111111111 
paulmillr : 		 225.93103448275863 
kylef : 		 221.7058823529412 
oldratlee : 		 215.93023255813952 
toddmotto : 		 214.05405405405406 
jendewalt : 		 208.66666666666666 
onevcat : 		 206.79651162790697 
josephmisiti : 		 203.02336448598132 
StephenGrider : 		 201.91919191919192 
buckyroberts : 		 199.11428571428573 
be5invis : 		 198.484375 
nvie : 		 197.51492537313433 
mitchellh : 		 186.63636363636363 
jverkoey : 		 174.68333333333334 
HugoGiraudel : 		 173.23076923076923 
samuelclay : 		 169.75757575757575 
bevacqua : 		 161.0171821305842 
alexjlockwood : 		 160.72549019607843 
kbrsh : 		 160.328125 
gaearon : 		 156.83474576271186 
chenglou : 		 154.89864864864865 
feross : 		 154.06338028169014 
developit : 		 150.30794701986756 
soffes : 		 149.91304347826087 
phodal : 		 146.340625 
jessfraz : 		 141.1864406779661 
carpedm20 : 		 140.57219251336898 
GrahamCampbell : 		 135.13793103448276 
evilsocket : 		 134.94117647058823 
ianstormtaylor : 		 127.6054054054054 
remy : 		 126.46840148698885 
biezhi : 		 125.20987654320987 
notwaldorf : 		 124.6829268292683 
rauchg : 		 124.52678571428571 
leah : 		 122.15 
mgechev : 		 120.91216216216216 
rakyll : 		 116.97765363128492 
eliben : 		 115.57446808510639 
wesm : 		 115.23214285714286 
jxnblk : 		 115.17843866171003 
KittenYang : 		 110.68041237113403 
rnystrom : 		 107.1969696969697 
rstacruz : 		 106.31683168316832 
Seldaek : 		 100.56701030927834 
weavejester : 		 93.70547945205479 
soumith : 		 91.95454545454545 
marijnh : 		 91.07317073170732 
KrauseFx : 		 91.05042016806723 
geerlingguy : 		 90.52564102564102 
ebidel : 		 85.31944444444444 
amueller : 		 83.09714285714286 
jaredhanson : 		 82.63239074550128 
