ahmetb : 		 81.8170731707317 
yihui : 		 80.28571428571429 
muan : 		 77.80869565217391 
keijiro : 		 75.48405253283302 
zcbenz : 		 75.19354838709677 
sdiehl : 		 75.08421052631579 
yyx990803 : 		 72.40397350993378 
siddontang : 		 71.55714285714286 
dlew : 		 68.58333333333333 
DataTables : 		 68.5 
ericelliott : 		 67.744 
willdurand : 		 67.67469879518072 
philsturgeon : 		 65.18367346938776 
paulirish : 		 64.93197278911565 
joshaber : 		 64.74468085106383 
alex : 		 64.13092550790067 
gitster : 		 61.7 
mitsuhiko : 		 61.550925925925924 
mrmrs : 		 60.85355648535565 
isaacs : 		 60.656565656565654 
mafintosh : 		 57.723192019950126 
egoist : 		 57.38609467455621 
unicodeveloper : 		 55.76282051282051 
staltz : 		 54.12040133779264 
yegor256 : 		 53.694736842105264 
hadley : 		 53.60267857142857 
josevalim : 		 53.5 
pissang : 		 52.901408450704224 
nicolasgramlich : 		 52.7625 
codahale : 		 51.92079207920792 
benoitc : 		 50.595454545454544 
leebyron : 		 50.344086021505376 
adamwathan : 		 47.5632183908046 
kentcdodds : 		 46.79814814814815 
bkeepers : 		 46.36046511627907 
Rich-Harris : 		 45.97552447552447 
STRML : 		 45.57954545454545 
tmcw : 		 44.097297297297295 
technoweenie : 		 43.87719298245614 
simurai : 		 42.714285714285715 
tmm1 : 		 39.78969957081545 
f : 		 39.05990783410138 
dcramer : 		 38.48192771084337 
mhevery : 		 37.981818181818184 
domenic : 		 37.69662921348315 
killme2008 : 		 36.84090909090909 
bebraw : 		 35.9625 
madskristensen : 		 34.427350427350426 
jwiegley : 		 33.391129032258064 
sokra : 		 32.63725490196079 
benjamn : 		 32.214765100671144 
jamesmontemagno : 		 32.20704845814978 
pkrumins : 		 31.27741935483871 
atian25 : 		 31.26 
samdark : 		 30.67391304347826 
zce : 		 29.824858757062145 
ashfurrow : 		 29.633962264150945 
tomchristie : 		 29.609756097560975 
Ocramius : 		 29.075 
indutny : 		 28.16012084592145 
shiffman : 		 28.093525179856115 
benbalter : 		 27.718309859154928 
davidfowl : 		 27.24025974025974 
agentzh : 		 26.6875 
Haacked : 		 26.446153846153845 
maryrosecook : 		 26.272151898734176 
bnoordhuis : 		 26.08609271523179 
radar : 		 25.86875 
ljharb : 		 25.722772277227723 
mcollina : 		 25.615730337078652 
ornicar : 		 25.338278931750743 
kevinsawicki : 		 25.30851063829787 
fabpot : 		 25.25 
Caged : 		 25.0 
arunoda : 		 24.178137651821864 
ayende : 		 24.07920792079208 
AdamBien : 		 23.630434782608695 
contra : 		 23.270491803278688 
mxstbr : 		 22.87280701754386 
Jinjiang : 		 22.72222222222222 
mattn : 		 21.90766073871409 
brianleroux : 		 20.615044247787612 
jdalton : 		 20.454545454545453 
dominictarr : 		 20.31081081081081 
atmos : 		 20.05263157894737 
vladikoff : 		 19.487124463519315 
evanphx : 		 19.06122448979592 
appleboy : 		 18.822580645161292 
ask : 		 18.63953488372093 
jskeet : 		 18.46153846153846 
curran : 		 18.433962264150942 
matsko : 		 17.689655172413794 
stefanpenner : 		 17.438260869565216 
odersky : 		 17.22222222222222 
shama : 		 16.883152173913043 
alexcrichton : 		 16.20744680851064 
arun-gupta : 		 16.026143790849673 
c9s : 		 15.653658536585366 
mariotaku : 		 15.643564356435643 
xudafeng : 		 15.338129496402878 
djspiewak : 		 14.657142857142857 
vhf : 		 13.873015873015873 
passy : 		 13.104265402843602 
miyagawa : 		 13.084745762711865 
i5ting : 		 12.803317535545023 
jonathanong : 		 12.75 
orta : 		 12.54727793696275 
Raynos : 		 12.282571912013536 
jennybc : 		 12.191489361702128 
brentvatne : 		 11.8359375 
brunocvcunha : 		 11.36 
yoshuawuyts : 		 10.670360110803324 
alanhamlett : 		 10.0 
dougwilson : 		 9.935483870967742 
happypeter : 		 9.577639751552795 
hzoo : 		 9.41340782122905 
purcell : 		 9.339412360688957 
IgorMinar : 		 9.276119402985074 
mjhea0 : 		 9.16017316017316 
phuslu : 		 8.828947368421053 
davidtmiller : 		 8.6 
vjeux : 		 8.069230769230769 
drnic : 		 7.824137931034483 
taylorotwell : 		 7.75 
j2kun : 		 7.516666666666667 
josegonzalez : 		 7.432203389830509 
afc163 : 		 7.1477272727272725 
dead-horse : 		 7.108333333333333 
EisenbergEffect : 		 7.0 
steveklabnik : 		 6.513240857503153 
joyeecheung : 		 6.472527472527473 
dsyer : 		 5.785714285714286 
kytrinyx : 		 5.741379310344827 
rafaelfranca : 		 5.606451612903226 
michalbe : 		 5.45859872611465 
ashleygwilliams : 		 4.936046511627907 
laanwj : 		 4.56 
nfultz : 		 4.17948717948718 
andrew : 		 3.7408906882591095 
mikermcneil : 		 3.676470588235294 
weierophinney : 		 3.4115384615384614 
stof : 		 3.3244274809160306 
suissa : 		 3.1921331316187596 
fengmk2 : 		 2.7233009708737863 
nelsonic : 		 2.037671232876712 
jiyinyiyong : 		 1.4382716049382716 
dmalan : 		 1.3428571428571427 
sevilayha : 		 0.7758620689655172 
0x00A : 		 0.0 
paulcbetts : 		 0.0 
gdi2290 : 		 0.0 
olivergierke : 		 0.0 
thejameskyle : 		 0.0 
